Order_ID,Order_Date,Customer_Name,Product_ID,Quantity,Total_Price
0e137c97-97a6-4818-848b-de4c93238bb7,,Jasmine Cruz,b4ff33f4-c0c5-44fa-b179-25968b3c803b,1,21.98
069722e1-6803-47af-9c47-b07bc05c7671,2020-08-04 13:12:00,Shannon Rodriguez,0e4bdf71-b57c-455d-bc95-375f945af521,7,6235.81
5c3f5e4c-676e-4223-b23d-74e93cb85325,2022-06-02 15:37:00,Carol Moore,ff4c2f8f-fec1-4b20-9de3-12e0cbc57993,2,587.0
18cc409c-c3fe-4a0a-badd-25b7c0bd5e7e,,Jennifer Rodriguez,19d59b65-6a65-4d3d-bd81-2be4b930378a,10,7799.3
5584dd7c-bbe9-44f2-8928-5be0cb2b912b,,Kimberly Torres,3e15d4ff-0375-4164-937a-b0dfd6739f0f,4,2422.04
e2f1292e-f7d4-4921-9ca1-20d8304b94ab,,Ricardo Mendoza,15d270d3-226e-4503-924f-39c193400892,7,283.85
21626bc3-a6b1-4d05-833b-1765a2763852,,Monica Holmes,4e32733c-2c39-4aa7-b75a-b0736639ab0b,2,1348.38
603fcde8-7cd1-4101-9c18-a3b36b435a7c,2020-08-12 21:20:00,Mark Brady,df76abe5-3360-4c54-9890-7ec2645c7fc0,6,5066.64
96af1605-fe1f-494a-ad0a-77a9c6d3568a,2024-07-01 16:20:00,Andrew Rodriguez,60c0b1ca-a734-4e07-8e1f-c8a269664b42,7,4549.65
ecb2c286-1e0d-468d-a16a-ded8b8624aa0,,Melissa Glenn,ab6a1e20-ef43-4c5a-8e05-54d757e653e1,2,1644.44
430d7413-f257-401f-b302-4354e6b718b4,,David Estrada,066618f8-ec72-47ff-88f6-8bd11825a70d,3,2632.83
1ad65d13-2045-45e0-b163-645af742e15f,,Mr. Ryan Moore Jr.,837ff513-33b8-42da-9af8-94a1d89badbb,4,2334.88
7f6d7fd7-c53d-495e-8568-c50e96c7a122,2022-03-11 19:40:00,Holly Jones,5fdec2be-913e-427a-8612-5657df06d851,5,3128.55
57d7cba7-1eeb-4305-8322-a5923f89ec8e,2021-03-08 05:08:00,Billy Mills,a637109e-42d2-49f1-be6e-99fb5ecaeccb,5,1996.6
18ad0b1e-12ad-49f2-82b4-f6b05970f153,2020-10-09 17:19:00,Edward Elliott,1f414aad-0080-4dbe-937c-5582f51a3d3f,2,1267.68
997e4481-e229-4217-8442-8c00b89b8b53,2021-03-04 10:35:00,Kathryn Haas,4f0c2e2b-785a-49b7-8a7c-a01dff4e2a91,8,6623.52
84b0be99-00e5-4607-aa54-12f95f1dcdb0,,Jessica Brewer,7a3e7d47-7962-46e1-9441-b50d3435fb0b,6,441.96
dfe2d902-1fb6-4a4d-ba6b-dba989fb8a2d,2020-02-08 08:53:00,Tim Gonzalez,ea68ec4b-bad8-412e-9d0c-ee5e9e73a13f,2,549.7
3454381b-011b-4716-881d-d80693be949a,2022-10-03 17:08:00,Samantha Cortez MD,6a065eb2-450c-443a-8359-57b14d25f536,10,4683.8
1860702a-d1e1-4787-bdcc-22a7c6600e06,,Patricia Nguyen,fd76f3c8-2fc3-47f7-8fed-f09a485e942b,4,1158.12
f5bb251f-db0b-46b0-848c-65aa5b9e9550,2023-07-04 10:32:00,Katherine Cooper,9f4dfc84-0dfd-4b9f-bc6d-10c06799c149,5,4677.9
c61cc74d-2164-408b-898a-acb5e4e44d11,,Derek Cobb,91df663e-d9b0-496e-88c0-80fc1530bf08,1,162.51
04ece03c-e0b0-4ca2-ba08-dd28679ee8d3,,Kevin Wade,faf90bdb-cc47-40d7-9996-b289c3ed2516,8,6472.08
3bd37a36-78b4-4665-a60e-491c763c40f8,,Melissa Hughes,3c644b7b-fe14-465b-a1da-0bd5c83ddb9c,10,424.2
c66780f2-8a1e-4fca-870b-181b52cf63cd,2020-02-12 21:35:00,Lindsay Wilson,b3fcbea2-1955-47e8-bc02-e54d26c09f01,5,4744.95
bc4de080-826e-4788-ba5a-7da88b855264,2022-11-09 08:45:00,Levi Hall,dba8f77d-ef0a-478a-beea-f946f30d3f93,7,3732.47
aabd8e91-6eda-4525-b56d-06b0854061a9,,Lynn Smith DDS,2fc87886-83d2-410a-9cd5-6df72a7eb40c,10,8242.3
a40613f7-16d2-4d7a-859b-f8012de2ecb2,,Curtis Weaver,0c971c5f-e562-47cd-887c-ee47a8b1c7a7,9,2332.08
98d53cdf-ccd5-46b3-b922-aa5f1bfd15e2,2023-02-05 20:03:00,Julie Green,c914ba2f-b190-47fc-a759-00305434d424,8,7066.72
00d4c621-4a00-4647-94f9-74010986f748,2022-04-06 10:07:00,James Thomas,d8357fee-f454-4ee8-978a-d368a46dacbd,6,5386.98
2eea1c97-7afd-4b9d-b9ac-aebd9b709dfd,,Jenna Williams,f0d85061-412d-4c8a-86d1-b12eb2ec705b,7,3045.77
92ff9371-ea5d-4ec7-9b4e-94a4ffbd7e49,,Lisa Thomas,503a6ff8-007f-42bc-b3ac-fef09a99dfb6,8,3100.08
155520c0-7774-4203-bcd5-dc3c2466edcc,2021-11-05 01:52:00,Yolanda Martinez,b7b4d358-0fbc-4b51-bd16-1307d8d88ec2,4,2275.32
fc5e0698-68cd-4411-98a3-baf3e4d6c5b4,,Tiffany Smith,f97e6b4f-6532-4bd1-a773-5adabc17cc6c,3,2571.09
ab7ddbc5-6ee9-4081-aeb7-88fb3af82b26,,Debbie Turner,21a1ecb9-8ec3-4444-9246-87fe4b6f6bcc,2,758.42
4f605e9d-47ae-4819-b2c0-a58f467ad3ae,,Jeremy Mills,589542cf-ae90-4865-b429-5af22745e512,3,477.78
00345807-1ad9-448f-85db-610cea1bdbb5,2023-04-01 08:10:00,Anna Moore,5337a6a1-723f-473d-a611-eb87a30ba66b,6,5225.22
d92b9388-af6c-48d8-a433-060dae45b934,,Keith Choi,6f35839e-e1b5-4bf4-8ba2-48e9f0552c87,7,503.93
aac2eb8f-2b26-452f-ae67-7bc83c4d7166,2023-07-08 15:29:00,Morgan Hines,193b48fe-5e8a-4f88-ae69-0450a9c0fe69,6,1161.42
438ce487-07e7-4a89-ba3d-2c8c04227f16,,Michael Thompson,5f1164a7-5a6c-4b4d-b8f6-de0a998a1c20,5,4806.55
e7db9e18-d543-4189-a7c0-6f559134e8a9,2020-01-11 00:53:00,Tracy Palmer,f94a43a5-dc70-4362-8e3a-fdbedc4cefa2,7,2817.5
3ba80f45-b252-4f4f-867c-a0bd4aaf59ce,2020-08-11 11:58:00,Kelly Garcia,0364ab83-201c-4097-811d-7674804010e9,3,2375.64
92dab93e-1d44-4cf0-b6a3-362e0d5c4259,2021-11-07 10:39:00,Mark Howard,6a63b5f9-798c-4586-95d1-cab5619ad4bc,1,694.1
06c0cac9-e3a2-4949-b2e1-2fd35a355a63,,Kenneth Kirby,4bd26f86-bb47-48e5-bb55-523181a63f63,3,2149.26
60fed19d-140c-4d0e-8d78-f3f7109990c6,,Kristin Johnson,2f6cdf50-3a3f-4ba4-89a8-003897cbfc13,5,1524.65
e30e7b5a-4af8-45ce-bf1a-dcd6bf058355,,Victoria Russell,a9aedb20-8b6c-446c-bc1f-018a0d464316,8,5155.2
0c5531d4-e01e-4880-98e7-62aa02780134,,Christy Brown,bbfd79b3-d6f8-4df6-8c83-78bb4eeccb7e,5,1590.15
b260cb3c-d156-476b-b9be-3d4fd5ee21c2,2022-02-05 03:36:00,Roberta Parker,06ca9a99-aa02-4057-9e7b-468e8b1108a4,5,3649.6
e220489b-3d05-4a8e-b928-1850607bded5,,Brian Murphy,43bf1c6a-e891-45a9-8cc5-e979c170a236,7,3774.54
41a2032e-c7bf-4779-8052-ea23930310d9,,Sean Mcmillan,49556cda-4815-4239-bf9c-a7faa142824a,9,2930.58
33e8f9e0-3e82-4bef-a386-2a59a87d5b55,,Joseph Bright,27103cce-5db2-463c-bc2d-67be46776aca,3,222.57
7a9f8cc8-5a8a-4a8e-8378-860a619c8317,2022-02-05 01:22:00,Matthew Pierce,973e0e0c-b37c-4e0d-ae86-f5b6c3d8bd94,4,1848.84
836842da-55bc-4849-99b8-28333ab20ba4,,Carlos Simon,6a8c3e9c-07e2-452c-8455-3f53aa0b3923,3,1808.7
1fe47c23-24f4-4cb9-8aba-e91a1d2e4739,2022-02-03 17:13:00,Brenda Perez,dbf26729-a518-4719-9afc-aaa24293355d,8,4763.28
5086d05c-98d4-46a2-aecf-90186a8429ba,,Tracey Williams,5f187b33-4f4e-49a4-a2fd-fe73c7919dcb,7,208.6
eac1047e-f00a-42f0-9aab-83b1fe5658e2,,David Perez,fa7f4b7f-44ac-471c-b6c8-73f4106c7793,1,640.65
056cdca4-295f-4312-a3b2-4169ac6eb60f,2020-08-08 10:31:00,Terri Allen,69d081a9-2af4-4999-928b-c4081ebc90a2,6,799.02
de9c94f7-9a77-463b-bd68-cedbe9fb5825,,Mr. James Mendoza Jr.,2c7ebcfb-7909-4041-94ab-787462a27b27,2,213.32
30ea9c67-4c20-4afe-8627-42c443787fec,2020-11-12 04:44:00,Eric Garcia,af421f4c-2134-425c-a9a5-1e6865af65e5,7,3391.29
4912b08e-d89b-4705-9609-a9b1e651070f,2021-11-10 02:32:00,Robert Nelson,48fcceb3-0806-48c3-aaf9-302347f50316,7,2249.38
6eb5072a-3c71-4980-b317-1cb47b587a4c,2023-01-06 16:24:00,Amanda Perez,61934d8b-26a6-4b27-8682-942287b2ae0d,8,3297.44
9260325a-acbb-4182-b952-eb1202095229,,Christopher Graves,1138e4f9-d37e-4601-be41-b68a6cf8931e,3,67.23
e064cbb3-2672-4af4-805a-12b8d71fc50e,,Ricky Dunn,691ccd59-e770-4e64-a1e5-9dc5d99ca44c,1,575.48
91a8c11c-36c5-4a5d-8d24-7b4699859c40,2020-05-10 20:49:00,Francisco Moody,6a0f9fee-4948-43c2-b61a-7450c00bb568,10,6486.7
1ca12937-3b68-4cc0-ab82-7bc304706138,,Sean May,53f55800-1d1d-4866-af6c-ee0c6f7ca904,8,3356.4
81d59d6a-b8c2-409b-b69a-fef6eb75d999,,Eric Dominguez,f18a3fb1-b6d2-4756-80d9-f7deb4a19d1b,9,3530.7
b09ed6de-a4da-4653-8916-cc713173b0a3,2023-12-06 06:23:00,Gabriela Church,fd099685-a51b-4d29-a77f-7c203d039ca1,6,3985.5
8ea513c9-21de-4f8f-94b2-989c4977a9a5,,Keith Morton,0716872c-2ddd-4447-b90e-63ded218ba26,7,4596.76
8fa1dd9a-d2cd-475d-8609-1e8eaa5e8906,2021-07-01 15:53:00,Lisa Burke,744116c6-1533-4eda-b45e-c34ebb44b74a,10,308.0
37157320-f42d-4465-87d4-1fd01d30a364,,Beth Mitchell,89574032-bd36-4dc6-9330-bdfb1211d445,9,3508.02
8784aaf0-0ffd-42a7-b97c-429e2877bba0,,Rebecca Richardson,e5bb980c-08b6-4e5b-ade2-fc9515070d43,9,7529.58
cb903c46-384f-472d-8016-d21072e8c541,2024-02-02 08:53:00,Loretta Perez,a4ca8c78-20bb-42aa-97e6-79f2f2c0a93b,9,8981.91
3e5aff8e-4091-4a33-8d6a-864dad71f15e,2023-01-09 21:59:00,Gary Stanley,7dc77bfe-3a33-4497-82d7-003fd2461453,7,2533.3
b1e094f2-3886-4d97-b227-917a58f0cb67,,Thomas Perez,28596563-7014-4afa-a383-1dbe96cfcf1d,2,968.26
bc3a23aa-3ae4-4c89-a5ae-a13c61a866b3,2023-05-11 21:36:00,Mr. Ernest Pearson,f023765a-ad1b-4723-8cad-e1d582744eef,5,2487.6
6137ecf8-a6c4-4d14-bf43-683f55037c99,2021-12-11 23:06:00,Brittany Miller,aea8f846-f772-454c-bed5-ca5b9efaaf17,9,1727.19
89016613-cb1f-456a-b5e7-9896ef66f516,,Dawn Meyer,8a2b97a9-f812-48a9-ad79-5403a614748d,1,790.31
137a013b-686a-4351-b163-e9726c0c167f,,Wyatt Carroll,b453d8b0-e6e0-41a8-b52e-e57fa7ac906e,9,3350.34
622afd4b-90cb-4664-8163-94bd3f1a9c49,,Clifford Carroll,cf4aa2cf-749c-4283-8ccd-1777f36b509a,1,508.08
07fc8a1e-7a1f-4ec9-b51c-9191ecd7d909,,Debbie Harris,0f040a2a-8237-4358-a08d-3f2c6cce0133,9,7573.05
8046ca18-62bd-4535-81bb-bf0dc3713a9a,,Dennis Silva,feca3f89-654e-4bd4-95dc-1da5ab8b8002,5,4606.45
d0d7abf0-c1c2-4f23-8916-d15d5bdd0d55,,Michael Clark,a580321c-b769-4f95-92ae-fad9ef029319,9,7597.89
8b319197-3ce7-4ce7-8ccd-325a3c215fd1,2021-04-09 04:47:00,Mr. Kenneth Oneill,38feca51-a60c-4f1a-8a6d-629264d3e5a7,3,492.27
dfb71ec8-0db1-4383-9d87-4dc8a86fd451,,Zachary Johnson,d179e5b8-3153-404f-95a8-3b44bec3fa17,4,2143.0
ed3a539e-70ea-41d5-9e50-b63e3274a6ee,,Nicholas Figueroa DDS,b5351550-9772-47cc-8745-9a9f37abcb6f,1,982.06
51105095-b245-42be-a65b-783a32cca644,,Jennifer Barnes,1535907f-4e10-414e-8e33-2d0d8a2ece2c,7,3231.2
716a887b-e315-4a20-9c54-72a939bf1b12,,Joseph Morris,9a19de7c-2ee1-4825-8b26-3a95d1cbee62,4,628.52
a41e2ba4-0941-4e7b-9968-f885aa291f34,,Patricia Estrada,5a4ca5a0-af0e-439a-8e42-6c9b5240c63f,3,2918.04
77acbd6c-18b6-408c-82d9-8f847d06cf3c,2022-03-12 18:20:00,Curtis Woods,e2856c49-7c89-43dd-9483-ff07a7731e4c,5,166.4
ea276728-b431-44fb-9abb-5ad2a3af8106,,Joseph Bradshaw,1a3ba496-107a-4be8-9f8a-563481690c57,2,1560.6
8c754ac5-620d-4c72-a324-8401ce5f2e64,,Ronald Morales,35010911-ed6c-4914-b222-cae72ea78ad1,3,659.46
623fe2b0-4523-42d2-8678-4a293e0feaee,,Jillian Day,214fe742-0149-45df-aa11-9bd492f56700,8,2895.04
f4033a1f-1dff-420a-8ba5-90a47c702011,,James Bishop,89bb3a19-223e-42d7-9642-1ab0b62299e8,2,1423.12
b6524b21-4a94-4563-bc3c-482c22dc5f46,2020-11-05 07:31:00,Michelle Huynh,ea2c54b7-9df8-44e8-a7d3-325d7e74a211,3,2730.57
ee8d4f90-6047-4413-a367-aaa377cf1d4b,,Robert Mosley,f8602980-bb38-4e31-b0ca-ea77a8e5b427,4,1016.0
994f6045-6344-4716-9ec4-790a37a421c7,2023-06-07 03:06:00,Brian Atkins,45d37cbd-6c4a-43ee-ba63-82f5e2a1cc5c,8,4690.72
7d01ec9b-ab07-4097-a51f-44bd3b2ed19e,,Jonathan Salazar,0b86a935-f04e-4bf0-8a93-379bc20a9b83,1,898.05
b1e24b38-98c0-498a-a7db-4b4e22237f19,,Denise Nelson,4a313030-ca93-4832-9a96-3f2f5c32097b,10,6464.3
c2754525-3585-47fa-a969-620515459824,2020-08-01 18:11:00,Annette Peters,33a9b713-2702-49a9-a497-a510a2f47391,5,428.8
b5e8420e-ffcb-47b4-8abf-a58dd861d9df,,Destiny Morris,3c5a26f8-9260-482c-8a15-4dfa020bbc08,4,1006.24
867cdcee-517c-4bc9-b2a0-6cd75c0bb320,,Bryan Fields,1e8a8620-f54e-494c-8638-3c7d73a003c5,9,8006.22
9835ecc8-76c3-49f1-a589-55bba2647fed,,Melissa Boyd,aacc9399-9177-4074-9a4c-446f499e5e11,7,6211.24
b9eddd78-683f-46dd-9150-40180d07981c,,Mark Evans,bf14bf4b-b22e-4c03-8c7b-d45448329815,4,3662.28
8bd73181-8ee6-4217-a84f-5c785e270eaa,,Kimberly Scott,c638d719-e1df-4c06-acfb-da55a8d19dfa,4,2942.24
a64e6e4d-202e-416f-bd25-184be7a736a0,,Lauren Barnes,48565299-8cfe-4fd6-b0d3-007c8704ee02,5,3084.3
57b0fbe8-ebb9-4959-8b29-743f0282d095,2020-12-10 07:29:00,Dana West,c4cbe3ff-f806-43e9-b2e8-3ef67c5455f9,10,4365.7
1803782f-2e72-4de3-bd22-2ca1d418631c,2021-05-09 06:39:00,William Nguyen,ea26f6c9-33b7-4638-b748-3122b31176a5,3,195.03
c47c4e49-8b45-4e1d-a753-241229411039,,Denise Montes,6f131681-3d24-46cb-a18a-fa8532ceae4a,5,4434.95
c78899f3-69af-4220-a612-ae7386c0535e,2021-11-02 09:28:00,Mrs. Kimberly Farmer MD,cd18881e-bbc4-419e-b5fb-0c4034690aac,2,170.46
3d594022-e3c0-43b8-9135-f285de0dc550,2021-07-05 21:27:00,Julie Fuller,23ef439c-89c3-4972-ab2d-0855714f81cd,10,385.9
6e76489a-61c7-4a38-86ff-50d9384dd91c,2021-04-06 19:57:00,Todd Meyers,639debaf-67e3-461b-9217-74eff3fde651,2,642.48
bd2ed25c-ec93-4e22-8cac-c30ee099eb2b,,Evan Hart,8074176a-41ff-44e7-bce3-413a1418eedd,4,506.72
aaff32d2-6147-4556-87ba-5657c8f7943c,,John Shields,dd604345-1f0d-46d9-8f15-ee03fc0d622e,7,5767.72
a23382b9-4283-4c87-aa8e-2e1ff0e7ed15,,Kenneth Obrien,6de003ac-591f-4073-97de-50e99b39787f,10,2864.9
97112199-2137-4247-9c29-f7ba157d3096,,Michael Garner,765a72b9-d13e-4aac-8d17-78ff30328501,2,378.38
de31f253-97cb-4795-82dc-83fe3f395b44,,Lindsay Taylor,510d4ada-c3ca-476b-9956-7859b17a5bdf,2,1534.34
e5153a09-b24f-42b3-98e7-ff88f69fc116,,Stephen Hahn,af5e4014-b369-4cb4-b5be-02cb86384af3,10,1728.8
1d47d0ba-6d65-43a4-ac91-752063020901,2022-08-02 11:36:00,Ann Campbell MD,2dfe1d75-b12c-4d52-b630-f7e80d1150e8,6,2699.46
9a10c20a-c3a1-43aa-9644-89d2a4e97f2a,2021-02-08 07:10:00,Laurie Hartman,3c7bd415-651f-4e9e-8273-55b24accec72,10,9105.7
13fc310b-aa28-42da-b771-456f3cf71e73,,Samuel Carrillo,a9184225-8a46-48e3-a5d0-78382dda395d,1,168.4
d5e5d424-7948-4e2d-b716-0f98239a52f0,,Jamie Chambers,ad18f966-2ca9-4b23-8ad4-8615a47b35ed,5,1527.35
b08a89e4-41dc-4f92-8d5f-d9c6bb1cfdeb,,Andrea Diaz,c5871c18-bac7-405d-b324-b157a45ebd81,8,7060.8
10e32f48-9bd6-481e-a2d5-92e1835755fe,2023-07-01 06:43:00,Brandon Washington,d97cb190-6e85-40b3-b41f-19245f784c45,3,166.68
049c8752-d11a-4962-ab90-4270f26573b9,,Kimberly Parks,ebe1ef18-39a6-4dee-874d-ce438646befa,9,2462.76
ecd1a03c-5ae9-48d2-a30f-e5ac89168084,,Donald Barron,0d9f97b2-985f-4b6f-88db-f81ac0a3e4df,5,453.7
a5a06821-14b7-4116-bcbf-a0eef763cfe2,,Laura Wallace,bcd36783-84dc-49fe-aa49-21475b0485cf,4,3194.8
726e54af-f716-4294-ab80-bde0a3e19599,,Tanya Anderson,79fcec10-c543-42de-a58c-7d7f3675e7e5,6,3337.02
2a2ec688-4777-4ffb-aa67-d63ab1985d3d,,Keith Gilmore,8ee45045-3df0-4d01-b706-0d027ae05b6c,2,305.04
11505a69-2d39-4acd-91d8-1ef69d728d15,2022-08-01 04:12:00,Jacob Martin,f093f86e-b274-4e17-a044-6c51c2612685,6,1532.76
e5a4e5a8-0fdd-4d1a-810d-91a49ea5faeb,,Monica Chan,cfc2066c-865b-452b-94e3-ce214a7825ed,10,2626.4
9e3c47c5-e1b0-4e57-855a-15fdca2a7358,,Candice Peterson,e4c1c74b-801e-46ee-8621-f6a015ebf62d,9,4712.04
c4bad437-fdfc-4dc2-8792-bbaf84c3ac9d,,Amanda Bell,547d298a-923b-46e3-a35a-e9311333b8d5,3,1457.28
adf03920-669d-4f4f-89f6-7e65c1dfb563,,John Brown,0f7676c8-ec74-4dc4-b872-642ed2937fde,7,2601.13
3fa8ea6f-5345-4fea-a083-34f468e0f60a,,Nicole Tanner,12e8eeed-0afe-4568-a98b-e063aab7a4de,10,7579.3
1c259bdc-0dc7-4883-9691-e2decb61822f,2023-02-09 16:35:00,Kristine Barajas,5efdf13d-2139-4e9c-9e6d-185a3d17d65b,1,993.62
a8d887f1-bfaa-43ad-98cc-3c89b5dcfa9a,,Mark Andrews,2800e42d-70b5-4610-bf2c-16da53b6a242,1,996.32
1d4c0229-862b-4157-a525-9d0a16615ca7,2023-08-07 15:38:00,Christina Ward,a9712e46-67f2-4170-824b-209236ec24a2,5,680.65
1169f725-6b09-4e19-8859-7cf53656ee9e,,Rebecca Ford,29ca19a6-b4e6-494d-b49e-23ec8602075e,3,2171.1
2857a8be-0feb-4ef9-9069-83184e3f1600,2020-05-05 04:54:00,Michael Farley,a6df522e-9af2-4d96-b8ee-db3563b8f65c,10,6265.1
1a66fcd7-07bc-4a04-aeba-df1a1fd9f8ea,,Joel Lopez MD,3e92157f-7142-4814-bc46-fd35838b55fb,9,2406.15
5489aae2-3aa1-45a8-87ad-6378dcc16b1f,,Ariel Terrell,e7cafdc4-cabc-451d-b2cb-71644d8ec997,7,6528.83
86ea2c98-f0d4-45af-828e-4d93773902d6,2022-11-03 01:01:00,Sarah Miller,b78e202d-5ba0-4c96-a16f-60e13aab4c9d,8,6494.88
7aadec5c-95d0-45c6-9e0c-6a4afd248222,,Tony Spencer PhD,c94991f9-9cbd-4db1-b308-e7cfa66e39a1,2,157.34
c5034c3f-c88f-4f28-af5b-2fd8086288a4,,Patrick Berry,ba6b0c53-5128-479b-b26f-caf62ad51090,9,6230.43
8aad76bd-3679-46ab-9ac5-463c57ae0a90,2020-02-10 13:46:00,Marvin Love,a7f2e052-014d-4aa9-b8b3-3e90f9f63616,4,638.44
62cf3ba5-9c73-43c5-8f85-3abe76bb03c7,,Andrew Miller,87cb7a35-f522-481d-8f21-97ccaaf034e1,10,6320.1
a09072a1-f47f-4400-bf78-b2e66d1e8e10,2020-11-11 19:18:00,Anita Keith,5631d443-d218-4876-b370-b35786b75187,2,313.46
ba80f680-5d3b-4327-9ad9-b3e5b7dc25f9,2023-05-12 01:28:00,Laura Murphy,9be5757b-eb20-4719-8a2f-c7fd2c34467c,4,1419.44
49cd78a7-bb2e-425f-a67a-dc2b40bfff7c,,Wendy Wiggins,a9bb434e-c64f-4a2a-840d-bf4fc74d850c,10,1020.2
3b5ec143-13a0-48ca-954a-1d4a8127023b,2022-02-03 17:18:00,William Giles,4cd36696-405f-4386-b9e0-244bbf852d84,5,576.5
b7f82208-4505-4505-8af9-4955989c45e0,,Courtney Graham,55b05086-d63b-44a7-85c0-105cb5c9c417,4,3709.68
6e3a594c-2451-4381-893b-cff916e4c70f,2021-05-02 18:50:00,Michael Scott,c91bf1ef-81f4-4834-a450-1b509edb9aa1,6,4244.22
c36b523d-fe02-45d5-8c15-8bcfdea23e30,,Jonathan Thompson,5b525e1d-17ca-45da-abc1-70d413348635,8,6024.08
26bf60b5-cf29-42c8-9218-3ef994ce32c3,,Brittany Lewis,2fe6e0fe-6868-471d-a6eb-117d0c505fbc,5,1266.4
311911c6-6ba9-4c70-8fda-69bd9e8f6c8f,2022-09-11 15:14:00,Steven Chang,9cbe072d-0c22-42c3-8193-de2051d2af54,1,162.14
425d036e-0a3c-4cd0-8ffa-57d8025acd22,,Robert Duncan,021fb9a8-9bde-4eab-999a-65232841bb5f,7,6654.27
e273baa7-217e-4360-beea-9aa7bdebb7b7,,Melissa Mcmillan,d4416f06-3fa1-402f-9d16-c496ec9b01de,1,267.64
5d583e28-ba05-43de-8e1a-9587a0db5c67,2022-03-10 01:15:00,Heather Washington,986ba1e2-f191-4aa0-a2e8-66bce322fff0,2,878.76
ede2554f-e412-4102-a887-5925726cda22,,Joanne Moore,d586c0fe-0a4c-4dc3-97a8-21af756f336f,3,2647.59
c2f96054-f536-4ea3-ae7a-f45e4a5755aa,,Juan Wood,ba36dcb0-46c9-4803-a20f-80724f967a11,4,3086.44
9489de37-e1ff-4477-b465-a26c90c91244,,Lisa Flowers,e4923cfd-a9a1-41f3-98b7-f865f2c3c9cf,5,1430.8
83ed0b81-ef36-4da7-b902-01139d8c03de,,Amanda Washington,9445b6ec-9792-4a60-bc37-30ced30badc6,1,258.25
582c886f-a890-42d5-adbe-020aabe52baf,,Wendy Black,5b4d1e82-3db1-4474-ac66-416088fb301d,3,2725.41
5faa7024-eff8-483c-8cd9-6fb99dd3d9f1,2020-03-02 18:46:00,Christopher Lewis,01d55780-41a9-4c60-b44a-b9ba9ecccdad,7,5665.66
c32e292b-ebba-48c0-a675-a1ccb5faf4be,2021-11-08 11:13:00,Jesse Freeman,0dd0042d-6b71-43df-aa2c-ff1f9b6da7d4,3,2002.74
3c780f69-7b48-419c-ab9b-6242ad875c81,2023-04-11 21:41:00,Daniel Orr,7e8d62a6-bf4b-4e32-b6cd-dbd3020ede56,3,2424.99
62c6a0aa-98ae-460c-90f5-c4defa1e290c,,Kevin Manning,8bf19f77-3bb7-4c1c-99e0-43f695b59d4a,8,2916.24
